,fsz,lat,lng,rm,sz,url,use,val,yr,price
145,5088,42.316295,-71.107551,,5662,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=189+Chestnut+Ave&citystatezip=02130,MultiFamily2To4,,1920,"$1,700,000"
146,560,42.35891,-71.07143,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=145+Pinckney+St&citystatezip=02114,Condominium,,1952,"$719,000"
147,1136,42.33711,-71.04597,,999,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=320+W+3rd&citystatezip=02127,MultiFamily2To4,607252,2004,"$479,000"
148,1800,42.285957,-71.157222,7,7405,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=66+Park+St&citystatezip=02132,SingleFamily,596885,1927,"$699,900"
149,4268,42.374915,-71.060443,13,1824,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=60+Winthrop+St&citystatezip=02129,Triplex,1989364,1855,"$969,000"
150,3108,42.373467,-71.059542,7,7831,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=5+Putnam+St&citystatezip=02129,SingleFamily,2141542,1806,"$1,699,000"
151,3465,42.298301,-71.111503,,5662,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=58+Woodlawn+St&citystatezip=02130,MultiFamily2To4,,1902,"$1,199,000"
152,2437,42.377163,-71.059809,8,871,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=7+Concord+Ave&citystatezip=02129,SingleFamily,1155892,1880,"$1,200,000"
153,4566,42.375584,-71.062964,13,2613,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=22+Cordis+St&citystatezip=02129,SingleFamily,1934881,1876,"$2,500,000"
154,918,42.338557,-71.076119,5,918,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=480+Shawmut+Ave&citystatezip=02118,Condominium,708642,1900,"$529,999"
155,850,42.366607,-71.055633,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=22+Hull+St&citystatezip=02113,MultiFamily2To4,992546,,"$639,000"
156,1546,42.266774,-71.099079,6,3920,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=82+Rosewood+St&citystatezip=02126,SingleFamily,326744,1910,
157,1160,42.340205,-71.156683,4,1160,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=25+South+St&citystatezip=02135,Condominium,452837,1930,"$375,000"
158,359,42.36728,-71.05376,3,570,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=10+Henchman+St&citystatezip=02113,Condominium,338953,1902,"$329,999"
159,1086,42.308868,-71.100203,5,1247,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=18+Sigourney+St&citystatezip=02130,Condominium,471242,2003,"$312,498"
160,668,42.318046,-71.053062,5,668,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=20+Spring+Garden&citystatezip=02125,Condominium,291562,1905,"$299,000"
161,1356,42.280764,-71.138007,7,3920,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=210+Roslindale+Ave&citystatezip=02131,SingleFamily,413632,1920,"$349,000"
162,907,42.33651,-71.043701,4,907,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=410+E+3rd&citystatezip=02127,Condominium,576699,1920,"$549,000"
164,700,42.34545,-71.07259,4,780,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=2+Clarendon+St&citystatezip=02116,Condominium,1305098,1899,"$699,000"
165,1145,42.380677,-71.063288,4,1145,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=37+Allston+St&citystatezip=02129,Condominium,555262,1875,"$589,000"
166,850,42.37643,-71.06268,5,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=39+High+St&citystatezip=02129,MultiFamily5Plus,,,"$649,000"
167,,42.33445,-71.0509,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=120+W+7th&citystatezip=02127,Condominium,612627,,"$587,500"
168,1803,42.335334,-71.05468,8,1742,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=109+D+St&citystatezip=02127,Condominium,723885,2006,"$649,000"
169,576,42.313365,-71.067873,5,871,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=459+Columbia+Rd&citystatezip=02125,Condominium,201478,1920,"$176,500"
170,523,42.3582,-71.070442,2,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=75+Charles+St&citystatezip=02114,Condominium,564467,1850,"$589,000"
172,780,42.368206,-71.056584,5,780,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=556+Commercial+St&citystatezip=02109,Apartment,,1910,"$659,000"
173,652,42.378192,-71.06613,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=116+High+St&citystatezip=02129,Condominium,472044,,"$435,000"
174,1,42.351349,-71.08663,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=429+Beacon+St&citystatezip=02115,MultiFamily2To4,1177682,,"$1,149,000"
175,2748,42.311375,-71.125549,10,10890,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=5+Moss+Hill&citystatezip=02130,SingleFamily,1306386,1935,"$999,000"
176,,42.36696,-71.05456,,886,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=196+Salem+St&citystatezip=02113,MultiFamily5Plus,,,"$879,000"
177,1485,42.340997,-71.076579,6,1485,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=680+Tremont+St&citystatezip=02118,Condominium,1356000,1899,"$725,000"
178,1324,42.358639,-71.136252,6,4791,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=10+Adamson+St&citystatezip=02134,SingleFamily,544100,1900,"$480,000"
179,1560,42.34351,-71.165478,7,8181,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=76+Lake+Shore&citystatezip=02135,SingleFamily,819321,1929,"$699,900"
180,680,42.3788,-71.06544,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=52+Sullivan+St&citystatezip=02129,MultiFamily2To4,757432,1857,"$490,000"
181,1583,42.33414,-71.025894,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=866+E+5th&citystatezip=02127,MultiFamily2To4,704993,1890,"$599,000"
182,1016,42.315684,-71.103473,8,2033,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=9+Porter+St&citystatezip=02130,Condominium,491846,2016,"$489,900"
183,1150,42.356976,-71.072282,5,1100,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=10+Otis+Pl&citystatezip=02108,Condominium,1299386,1927,"$1,795,000"
184,735,42.35485,-71.06344,3,735,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=151+Tremont+St&citystatezip=02111,MultiFamily5Plus,,1968,"$649,000"
185,850,42.34632,-71.07865,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=16+Harcourt+St&citystatezip=02116,MultiFamily2To4,1179034,,"$1,725,000"
187,750,42.253489,-71.12961,2,615,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=1409+River+St&citystatezip=02136,Condominium,179314,1960,"$159,000"
188,4270,42.363884,-71.052278,,1306,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=38+Lewis+St&citystatezip=02113,MultiFamily2To4,2361239,1905,"$2,750,000"
190,728,42.361901,-71.050075,3,728,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=33+Commercial+Wharf&citystatezip=02110,Condominium,675009,1832,"$799,000"
191,1365,42.271849,-71.111738,6,11325,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=109+Annafran+St&citystatezip=02131,SingleFamily,347815,1945,"$375,500"
192,863,42.366505,-71.052768,5,863,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=426+Hanover+St&citystatezip=02113,Condominium,603760,1900,"$679,000"
193,812,42.353649,-71.063865,,1580,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=170+Tremont+St&citystatezip=02111,MultiFamily2To4,589151,,"$1,100,000"
195,3126,42.304705,-71.11013,15,5014,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=32+Burnett+St&citystatezip=02130,Triplex,898731,1905,"$330,000"
197,1230,42.379116,-71.065277,,1230,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=62+Sullivan+St&citystatezip=02129,Condominium,702095,1890,"$499,000"
198,1237,42.278031,-71.107383,6,9147,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=2+Stonecrest+Rd&citystatezip=02126,SingleFamily,364263,1997,"$335,000"
199,760,42.336045,-71.05151,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=252+E+St&citystatezip=02127,Condominium,414983,2001,"$674,000"
201,5448,42.277795,-71.096911,18,4791,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=57+Fottler+Rd&citystatezip=02126,MultiFamily2To4,668269,1905,"$589,900"
202,580,42.341078,-71.078567,3,770,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=9+Concord+Sq&citystatezip=02118,Condominium,454025,1900,"$599,000"
204,1260,42.335525,-71.040742,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=589+E+Broadway&citystatezip=02127,Condominium,626614,1930,"$664,000"
205,1253,42.339367,-71.147045,3,1253,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=140+Kilsyth+Rd&citystatezip=02135,Condominium,538711,1890,"$449,000"
206,720,42.380298,-71.029998,4,720,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=265+Lexington+St&citystatezip=02128,Condominium,247767,1899,"$260,000"
207,1290,42.310158,-71.114986,5,1290,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=754+Centre+St&citystatezip=02130,Condominium,466036,1900,"$500,000"
209,1119,42.349868,-71.091544,4,99999,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=10+Charlesgate+E&citystatezip=02215,Condominium,952164,1910,"$1,049,000"
210,1342,42.36654,-71.05945,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=234+Causeway+St&citystatezip=02114,Condominium,682826,2003,"$970,000"
211,3784,42.281193,-71.057353,14,6098,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=28+30+Milwood&citystatezip=02124,MultiFamily2To4,708100,1920,"$979,000"
212,1140,42.337664,-71.071842,2,886,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=735+Harrison+Ave&citystatezip=02118,Condominium,541647,2006,"$599,000"
213,2042,42.30278,-71.080704,11,3920,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=425+Seaver+St&citystatezip=02121,SingleFamily,382774,1915,"$399,000"
214,1750,42.278796,-71.147564,6,6098,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=176+Wren+St&citystatezip=02132,SingleFamily,636211,1934,"$599,900"
215,1315,42.351769,-71.079401,4,1315,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=177+Commonwealth+Ave&citystatezip=02116,Condominium,1281604,1882,"$1,295,000"
216,2484,42.349171,-71.167615,11,4725,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=21+23+N&citystatezip=02135,MultiFamily2To4,816356,1930,"$740,000"
217,1536,42.288879,-71.143101,6,5460,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=1585+Centre+St&citystatezip=02132,SingleFamily,576291,1932,"$599,900"
218,1843,42.341163,-71.072611,9,871,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=377+Shawmut+Ave&citystatezip=02118,SingleFamily,2039521,1890,"$1,749,000"
219,1376,42.308725,-71.128069,7,6098,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=14+Driftwood+Rd&citystatezip=02130,SingleFamily,762225,1955,"$699,900"
220,3356,42.358623,-71.070066,8,1306,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=36+W+Cedar&citystatezip=02108,SingleFamily,4178502,1830,"$3,700,000"
221,3582,42.331514,-71.042198,14,2080,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=470+E+8th&citystatezip=02127,MultiFamily2To4,1161128,1905,"$659,000"
222,1772,42.254484,-71.142308,6,5662,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=22+Cheryl+Ln&citystatezip=02136,SingleFamily,351884,1960,"$379,900"
223,3704,42.29868,-71.11092,14,3480,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=62+Tower+St&citystatezip=02130,MultiFamily2To4,872701,1930,"$619,000"
224,3145,42.288768,-71.069214,10,14076,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=48+Welles+Ave&citystatezip=02124,Duplex,575721,1875,"$495,000"
225,5267,42.310186,-71.085432,19,8712,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=74+Georgia+St&citystatezip=02121,MultiFamily2To4,670102,1875,"$1,599,000"
226,1,42.34658,-71.149902,,43560,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=31+Shannon+St&citystatezip=02135,Apartment,,,"$615,000"
227,1884,42.350284,-71.082532,5,1884,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=29+Fairfield+St&citystatezip=02116,Condominium,2110912,1876,"$2,075,000"
229,3819,42.376424,-71.061854,13,1888,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=33+Monument+Sq&citystatezip=02129,Duplex,1659680,1896,"$1,595,000"
230,5151,42.2863,-71.076573,18,4721,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=28+Whitman+St&citystatezip=02124,Triplex,641850,1905,"$225,000"
231,,42.34264,-71.14581,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=12+Ransom+Rd&citystatezip=02135,MultiFamily2To4,337515,,"$319,000"
232,1247,42.365972,-71.051146,4,1245,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=357+Commercial+St&citystatezip=02109,Condominium,838016,1901,"$1,625,000"
233,,42.360149,-71.066749,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=1+Garden+St&citystatezip=02114,Apartment,,,"$1,649,000"
235,1639,42.332762,-71.047767,15,1639,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=69+Telegraph+St&citystatezip=02127,Condominium,802274,2013,"$929,000"
236,15711,42.337765,-71.038353,,12625,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=537+E+1st&citystatezip=02127,SingleFamily,2935226,2012,"$999,000"
237,1687,42.341982,-71.066358,5,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=481+Harrison+Ave&citystatezip=02118,Condominium,1220766,1916,"$2,975,000"
238,4864,42.354497,-71.072021,9,4864,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=9+Arlington+St&citystatezip=02116,Condominium,7416706,2000,"$8,499,000"
239,1264,42.3475,-71.1414,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=1501+Commonwealth+Ave&citystatezip=02135,Condominium,674265,2015,"$615,000"
241,1229,42.32101,-71.10263,5,1229,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=34+Chestnut+Ave&citystatezip=02130,Condominium,616298,2012,"$699,000"
242,570,42.335879,-71.108943,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=80+82+Fenwood&citystatezip=02115,Condominium,600021,2016,"$554,900"
243,624,42.366981,-71.031951,5,624,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=47+Lamson+St&citystatezip=02128,Condominium,278574,1900,"$524,617"
244,,42.35133,-71.08752,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=445+Beacon+St&citystatezip=02115,MultiFamily2To4,614726,,"$1,899,000"
245,2123,42.33873,-71.07488,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=14+Rutland+St&citystatezip=02118,Condominium,2471721,2000,"$2,195,000"
246,856,42.35104,-71.06522,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=110+Stuart+St&citystatezip=02116,MultiFamily2To4,1117390,2009,"$2,395,000"
248,1775,42.390362,-71.006812,7,7500,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=166+Orient+Ave&citystatezip=02128,SingleFamily,566674,1925,"$649,900"
249,1134,42.321392,-71.115935,,174676,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=111+Perkins+St&citystatezip=02130,Apartment,,1963,"$650,000"
250,3383,42.294528,-71.130844,9,5227,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=186+Walter+St&citystatezip=02131,SingleFamily,847114,2009,"$824,999"
251,2184,42.265287,-71.103829,9,5227,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=54+Oakcrest+Rd&citystatezip=02136,SingleFamily,484475,1955,"$524,999"
254,2240,42.367194,-71.038482,9,1120,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=57+Webster+St&citystatezip=02128,MultiFamily2To4,573348,1910,"$649,000"
255,2612,42.311369,-71.068425,10,3920,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=9+Stanley+St&citystatezip=02125,MultiFamily2To4,377314,1929,"$399,850"
256,1267,42.273296,-71.164573,7,3920,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=90+Johnson+St&citystatezip=02132,SingleFamily,416607,1954,"$469,000"
257,2291,42.282256,-71.084145,9,5227,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=7+Hopkins+St&citystatezip=02124,SingleFamily,289043,1900,"$385,000"
258,2100,42.311587,-71.051323,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=22+Grampian+Way&citystatezip=02125,Townhouse,959437,2015,"$949,900"
260,1709,42.35025,-71.05741,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=210+South+St&citystatezip=02111,MultiFamily2To4,896234,1920,"$889,000"
262,2274,42.353689,-71.159173,10,5324,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=219+221+Faneuil&citystatezip=02135,MultiFamily2To4,775003,1920,"$819,000"
263,1082,42.260669,-71.161737,6,7405,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=46+Pleasantdale+Rd&citystatezip=02132,SingleFamily,393537,1960,"$409,000"
266,3653,42.287723,-71.068284,14,12196,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=102+Ocean+St&citystatezip=02124,SingleFamily,684006,1899,"$949,000"
267,2600,42.365436,-71.029556,,3049,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=254+258+Everett&citystatezip=02128,MultiFamily2To4,642114,1900,"$999,900"
268,4109,42.296092,-71.081367,15,6098,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=152+Harvard+St&citystatezip=02124,MultiFamily2To4,545569,1925,"$559,000"
269,1944,42.274702,-71.08973,7,4791,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=31+Violet+St&citystatezip=02126,SingleFamily,332034,1955,"$409,900"
270,3414,42.287371,-71.073963,15,4792,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=53+Torrey+St&citystatezip=02124,MultiFamily2To4,525076,1920,"$589,000"
271,2022,42.291918,-71.116666,10,3297,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=222+Wachusett+St&citystatezip=02130,MultiFamily2To4,582284,1928,"$749,000"
272,1109,42.338073,-71.07164,4,1306,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=725+Harrison+Ave&citystatezip=02118,Condominium,786621,2006,"$327,000"
273,1131,42.383911,-71.112991,6,1131,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=295+Beacon+St&citystatezip=02116,MultiFamily2To4,945649,1885,"$580,000"
274,1020,42.349837,-71.08668,4,1295,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=321+Commonwealth+Ave&citystatezip=02115,Condominium,791904,1880,"$195,000"
277,1000,42.314,-71.06,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=12+Hesston+Ter&citystatezip=02125,MultiFamily2To4,447252,,"$220,000"
278,663,42.286489,-71.09086,4,663,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=1111+1115+Blue&citystatezip=02124,Condominium,172755,1920,
279,585,42.350948,-71.082595,,435,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=239+Commonwealth+Ave&citystatezip=02116,Townhouse,701399,1900,"$489,000"
280,8855,42.306763,-71.086784,,10018,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=250+Seaver+St&citystatezip=02121,SingleFamily,778509,1910,"$769,000"
281,619,42.34392,-71.09743,,435,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=86+Jersey+St&citystatezip=02215,MultiFamily2To4,402178,1920,"$430,000"
282,1155,42.270816,-71.113105,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=33+Victoria+Heights&citystatezip=02136,Townhouse,237431,1987,"$189,000"
283,757,42.34549,-71.08759,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=34+Edgerly+Rd&citystatezip=02115,MultiFamily2To4,603982,,"$459,000"
284,1326,42.266393,-71.161393,6,7405,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=40+Cottage+Rd&citystatezip=02132,SingleFamily,373509,1920,"$299,000"
285,,42.34432,-71.14406,,,http://www.zillow.com/webservice/GetDeepSearchResults.htm?zws-id=X1-ZWz1f9f43srdhn_5b1bv&address=100+Washington+St&citystatezip=02135,MultiFamily5Plus,,1925,"$315,000"
