id,lat,lng,tree,sky,entropy_mean,_r,_g,_b,color,neighborhood
160,40.704783,-73.96115004,21900.5,16864.75,5.868520531,0.063781014,0.253850893,0.353594771,#5a4c43,Williamsburg
161,40.704783,-73.96313001,27052.5,20000,5.360461352,0.148074369,0.092008798,0.324183007,#52514b,Williamsburg
162,40.704783,-73.96510997,25614.25,26856.5,5.806817292,0.159450652,0.112067616,0.410736098,#68685c,Williamsburg
163,40.704783,-73.96708993,5857.5,60554.5,5.89978075,0.081090407,0.212588028,0.318207283,#51483f,Williamsburg
164,40.704783,-73.98490959,220.25,37969.75,5.522882783,0.160774411,0.073116691,0.400739919,#66655e,Williamsburg
165,40.704783,-73.98688955,30265.25,33347.25,6.065548849,0.376488095,0.026571767,0.472268908,#757876,Williamsburg
166,40.704783,-73.98886951,6418.5,9323.5,6.081714666,0.375,0.142348754,0.001833545,#000000,Williamsburg
167,40.704783,-73.99084948,31798.75,32207,5.598972022,0.604725415,0.248571429,0.14198783,#1b1e24,Williamsburg
168,40.704783,-73.99282944,9011,54828.25,6.002470019,0.360745614,0.08458542,0.306393862,#474e48,Williamsburg
169,40.704783,-73.9948094,7985.5,21745.75,5.876660372,0.091477717,0.224859353,0.282352941,#484037,Williamsburg
170,40.704783,-74.00272925,7249.5,62784.5,6.157970071,0.594931271,0.235866261,0.16127451,#1f2329,Financial District
171,40.704783,-74.00470921,4820.25,52384.75,5.415462402,0.179056755,0.062118278,0.516186082,#83837b,Financial District
172,40.704783,-74.00668917,4137,12354.25,5.771764271,0.517669532,0.093590775,0.116988235,#1b1d1d,Financial District
173,40.704783,-74.0106491,226.25,36.25,5.952129687,0.165386803,0.087895605,0.311251167,#4f4f48,Financial District
174,40.706283,-73.92353076,8749.75,33756.75,5.427318578,0.056592517,0.435911725,0.370361197,#5e4335,Williamsburg
175,40.706283,-73.92551073,24185.75,49438,5.593339144,0.114651062,0.169719709,0.538443256,#898272,Williamsburg
176,40.706283,-73.92749069,6815.75,34543,5.803273398,0.096755162,0.175465839,0.360784314,#5b554b,Williamsburg
177,40.706283,-73.92947065,16157.75,22161.25,5.42949489,0.063110181,0.135449136,0.318142889,#514a46,Williamsburg
178,40.706283,-73.93145061,2810.5,48776.75,5.604525408,0.131748072,0.145966229,0.3732493,#5f5c51,Williamsburg
179,40.706283,-73.93343057,28567.75,44062,5.797391037,0.073260073,0.312714777,0.380392157,#614f42,Williamsburg
180,40.706283,-73.93541054,10791.25,46538,5.986971897,0.070616114,0.304385459,0.289194827,#493c33,Williamsburg
181,40.706283,-73.9373905,45846.75,21376.75,5.676010553,0.138383838,0.067512275,0.191686275,#30302d,Williamsburg
182,40.706283,-73.93937046,10450,33611.25,5.660067015,0.056635802,0.213143872,0.342596349,#574b44,Williamsburg
183,40.706283,-73.94135042,76363.75,2316.5,6.088458276,0.062620424,0.285596368,0.2500516,#3f342d,Williamsburg
184,40.706283,-73.94333038,5760.75,17564.75,5.644078616,0.164467898,0.153783729,0.178976035,#2d2d26,Williamsburg
185,40.706283,-73.94531035,34067.25,29965.25,5.634216184,0.106948969,0.156154629,0.188043998,#2f2d28,Williamsburg
186,40.706283,-73.95125023,12337.25,44058.75,6.012558923,0.065593321,0.139471058,0.785882353,#c8b7ac,Williamsburg
187,40.706283,-73.9532302,9927.25,17891.25,6.341674354,0.085752688,0.307285643,0.304323781,#4d4235,Williamsburg
188,40.706283,-73.95521016,13538.5,27299.25,6.181275104,0.062079511,0.241524485,0.188277013,#302824,Williamsburg
189,40.706283,-73.95719012,9683,22217.25,5.761170006,0.045736434,0.329881089,0.219860848,#382a25,Williamsburg
190,40.706283,-73.95917008,23186.75,15592,5.978918171,0.076283442,0.252787425,0.233205456,#3b332c,Williamsburg
191,40.706283,-73.96115004,23401,29538.75,5.427516244,0.504469987,0.046875,0.539143065,#838989,Williamsburg
192,40.706283,-73.96313001,27750.75,25113.5,5.652728754,0.113229347,0.204755145,0.394677871,#645e50,Williamsburg
193,40.706283,-73.96510997,33221.75,18426.25,5.82633192,0.079467354,0.196854389,0.184033613,#2e2a25,Williamsburg
194,40.706283,-73.96708993,23113,43809.75,5.743533435,0.080229226,0.24734231,0.356989247,#5b4f44,Williamsburg
195,40.706283,-73.99084948,4896.5,31353.5,5.83843025,0.192573402,0.085892301,0.096832579,#181816,Williamsburg
196,40.706283,-73.99678936,8330.5,35563.25,6.165828198,0.089837102,0.25036523,0.28255934,#483f36,Williamsburg
197,40.706283,-74.00272925,490.75,38617.25,5.246601421,0.2495671,0.057669263,0.390752122,#60635d,Financial District
198,40.706283,-74.00470921,24851.5,13431.25,5.73545134,0.198550725,0.034943786,0.258117647,#41413f,Financial District
199,40.706283,-74.00668917,2809,7301,5.47319253,0.116900312,0.170545107,0.301888608,#4c493f,Financial District
200,40.706283,-74.00866914,27,947,5.705457051,0.112950699,0.042096459,0.502380952,#807e7a,Financial District
201,40.706283,-74.01262906,1813.75,3562.5,5.337469075,0.118489583,0.168376743,0.109602076,#1b1a17,Battery Park
202,40.707783,-73.9215508,2931,44455.25,5.477019542,0.117830087,0.23910723,0.464503043,#766e5a,Williamsburg
203,40.707783,-73.92353076,7035,50428.5,5.259870119,0.112298001,0.147533034,0.449291939,#726d61,Williamsburg
204,40.707783,-73.92551073,1954,23715,5.41375286,0.341003317,0.110576262,0.320378938,#485149,Williamsburg
205,40.707783,-73.92749069,715,40816,5.070670738,0.101738473,0.154509144,0.380712285,#615b52,Williamsburg
206,40.707783,-73.92947065,937.5,32055.25,5.346268708,0.098346894,0.170757526,0.65136824,#a69a89,Williamsburg
