,lat,lng,dir,city,sky,tree
410,41.829604,-87.6283610895,3,chicago,35218,54556
411,41.829604,-87.6303756052,0,chicago,75309,11618
412,41.829604,-87.6303756052,1,chicago,70178,24048
413,41.829604,-87.6303756052,2,chicago,76406,8308
414,41.829604,-87.6303756052,3,chicago,67149,12775
415,41.829604,-87.638433668,0,chicago,53493,7714
416,41.829604,-87.638433668,1,chicago,48885,6308
417,41.829604,-87.638433668,2,chicago,39333,19082
418,41.829604,-87.638433668,3,chicago,13734,8660
419,41.829604,-87.6404481837,0,chicago,13227,63557
420,41.829604,-87.6404481837,1,chicago,36343,9575
421,41.829604,-87.6404481837,2,chicago,24316,42884
422,41.829604,-87.6404481837,3,chicago,5235,58491
423,41.829604,-87.6424626994,0,chicago,26917,51827
424,41.829604,-87.6424626994,1,chicago,32484,20105
425,41.829604,-87.6424626994,2,chicago,29941,49823
426,41.829604,-87.6424626994,3,chicago,47353,11420
427,41.829604,-87.6444772151,0,chicago,10623,74490
428,41.829604,-87.6444772151,1,chicago,42015,16791
429,41.829604,-87.6444772151,2,chicago,56021,19813
430,41.829604,-87.6444772151,3,chicago,28385,20133
431,41.829604,-87.6464917308,0,chicago,28367,49574
432,41.829604,-87.6464917308,1,chicago,33465,52551
433,41.829604,-87.6464917308,2,chicago,731,103518
434,41.829604,-87.6464917308,3,chicago,15936,66487
435,41.829604,-87.6485062465,0,chicago,33770,29158
436,41.829604,-87.6485062465,1,chicago,21606,75430
437,41.829604,-87.6485062465,2,chicago,134,122752
438,41.829604,-87.6485062465,3,chicago,6723,76782
439,41.829604,-87.6505207622,0,chicago,0,60025
440,41.829604,-87.6505207622,1,chicago,39857,41965
441,41.829604,-87.6505207622,2,chicago,21869,81382
442,41.829604,-87.6505207622,3,chicago,14839,74023
443,41.829604,-87.6666368877,0,chicago,47722,44755
444,41.829604,-87.6666368877,1,chicago,26607,41485
445,41.829604,-87.6666368877,2,chicago,39271,31745
446,41.829604,-87.6666368877,3,chicago,49058,20301
447,41.829604,-87.6686514034,0,chicago,3822,90072
448,41.829604,-87.6686514034,1,chicago,8518,73898
449,41.829604,-87.6686514034,2,chicago,21561,52911
450,41.829604,-87.6686514034,3,chicago,13851,77929
451,41.829604,-87.6706659191,0,chicago,7212,85765
452,41.829604,-87.6706659191,1,chicago,51912,8512
453,41.829604,-87.6706659191,2,chicago,56659,32367
