0,0.19744,0.11748,0,0,0,0,0,0,0.043722,0,0.36546,0.52667,0.87103,0.88228,0,0,0,0.16798,0.22514,1.1049,0,0.40741,0.16722,0.27425,0.2219,0,0,0,0,0.23935,0
0,0.11279,0.43019,0,0.55284,0,0.73038,0.095907,0.31944,0.094362,0.50013,0,0.29858,0.48221,0.2741,0,0.13088,0.22143,1.1068,0.89882,0.45905,0.25796,0.23178,0.57555,0.73957,1.2937,1.0143,1.4277,0,3.3434,2.1407,0
0.66058,1.2876,0,0.69482,1.2586,0,1.3139,0,1.2481,0.68656,1.6992,1.9901,0,2.1508,1.1029,0,0.55068,0.42262,1.0482,2.2859,0.6159,1.6415,0,1.4243,1.0734,2.3875,0.15667,1.6266,0.59974,0.31604,2.6343,0.62676
0.6424,0.23809,0.17258,0.67699,0.48533,0.71164,0,0,0.19863,0.37485,1.092,0.28557,0,0,0.35074,1.0911,0.19364,0,0.77957,0.36744,1.1197,0.92935,1.5388,0.59796,0.29908,0.84248,0.97627,0.31678,0.68036,0,0.20531,0.18634
0.54621,0.65347,1.6026,1.5079,0,0.43123,1.1008,0,1.7596,2.1112,2.3913,1.2922,0.43411,0.32769,0,0.30414,2.5049,1.5229,0.40005,0.72668,1.3144,0.18202,0.84221,0.37137,0.4877,0.53214,1.3779,0.76192,1.4418,0,1.0033,0.68905
0,0.24293,2.1726,4.9815,0.18377,3.2451,0,1.9925,1.9734,3.6136,2.3518,0.26897,0,3.0144,1.9053,0,1.2737,4.0478,0,0,0.80084,0,2.7137,0,0,1.0823,6.2487,1.0787,2.7207,1.0509,0.17643,2.2381
0,0.81236,0.50832,0,0.21974,0.29706,0.52868,0,0.4721,0.24539,0,0.058039,0.032653,0.32882,0.3137,0,0,0,0.1468,0.52834,0.28252,0.10297,0.12022,0.24995,0.44842,1.733,0.42713,0,0,0.31457,0.41864,0.2181
3.0705,1.2399,2.2764,0.32948,1.1586,0.90724,3.9124,2.1807,0.31138,1.1422,3.0942,1.4888,1.9249,4.9965,2.3644,3.217,1.9088,0,2.3051,1.6872,2.9511,1.5778,1.3356,1.3936,2.5388,4.7127,1.8351,2.3796,2.3909,1.8714,1.0511,4.1477
2.999,0.26764,0,0.067956,0.38817,0,1.0322,0,0.73472,0,0.31502,0.99013,1.5466,0.089318,0,0,0.64153,0,0,5.0203,1.8127,7.8533,0,5.7932,0.75357,0.73111,0,0.35708,0,0.38993,1.4056,0
1.9003,1.5204,0.61245,0,0.73802,0,0.85082,0,0.31397,0.3689,0,0.60013,1.616,0.080593,0.25773,0,0.84612,0.21321,1.0194,0,0.84953,1.5958,0,1.2447,1.0255,0.16068,0,0.79078,0,0,0.27491,0.39724
0.38432,0.24446,0.047823,0,0.4763,0,1.0658,0,0.18574,0,0.88923,0.68243,0,0.42099,0.64997,0.12815,0.2619,0,0.30171,0.054569,0,1.6223,0,1.1474,0.088632,0.1914,0,0.35732,0,0.41484,0,0.73721
0.025367,0,0,0,0.15169,0,0,0,0,0,0,0,0,0.054909,0.067677,0,0,0.20988,0.22526,0,0.10974,0,0,0.19279,0,0,0,0,0,0,0,0
0,0.39732,0.11886,0,0.38497,1.1436,0.0825,0.27142,0.36367,1.7136,0.70541,0.94034,0,2.075,0.84234,1.2739,0.21877,1.0051,0,0.28704,0.14508,0,0,0,0,0.50827,0.6518,0,0.091491,0,0.24156,1.889
0.34859,0.47389,0.33954,0,0.076347,0,1.3255,0,0,0,0,0.33461,0.85645,0.14027,0.44987,0,0,0.53498,0.92751,0.55573,0.29896,1.5521,0,0,0.34646,0.096013,0.34311,0,0,0,0.79316,0.26575
6.1077,0.4135,0.32055,0.38704,1.9762,0.20836,1.6407,0.40934,0.5963,0,0.37499,0.25242,0.63643,0.42388,0.92632,0,0,1.8762,0.33797,1.1761,1.857,2.9454,0.16939,1.0099,0,0.13988,0.22212,0.4166,1.3512,0.38336,1.3794,0
0,0,0,0,0.18503,0.45242,0,0,0.16348,0.55093,0.35277,0.45591,0.45104,0.2009,0.13567,0.53626,0.39835,0.12577,0,0,0.36721,0.50884,1.3548,0.1395,0,0,0.04414,1.344,0.23217,0.18093,0,0
2.0425,1.7586,5.4481,1.5489,0.52791,1.677,0,1.8404,5.891,5.595,5.8791,1.624,0.71272,6.5446,4.2115,3.9496,7.1052,2.1122,0.6865,0.21455,4.6977,0.44576,7.0327,0.74519,1.7518,7.8511,0,2.8541,1.8565,0.52905,1.4272,5.6386
1.3582,0.031563,0.34496,0,0.031382,0,0.97563,0,0.10952,0.86002,0.099986,1.1895,0.51477,2.3259,0.75557,0,0.50584,1.1245,0.36461,1.3206,0,0.31114,0.20864,0,0.74311,0.46018,0,0,0.20389,0.91205,0.61855,0
0.9901,2.7941,1.9279,1.3938,1.0424,3.4956,2.9712,1.8414,2.0729,3.3056,1.2418,1.1917,0.32219,1.0547,5.0627,3.0821,0.83665,0.87707,1.2521,1.18,1.0518,1.9159,0.81136,1.5895,3.1347,0.61386,2.6083,0.41902,0,0.16643,0.88146,3.1411
0.29751,0,0,0,0.68486,0,0,0.095366,0.092676,0.69091,0.195,0.41487,0.79951,0,0,0,0.19033,0.14965,0.074312,0.50781,0,0.21628,0,0.48276,0.14719,0.017899,0,1.6136,0,0,0.27585,0
0.62289,2.0498,1.2271,0,1.8881,0,0.93529,0,0,0.2466,0.77951,2.7426,2.2279,0.90743,1.0437,0,1.9253,0.58407,10.909,1.9748,1.0694,0.66515,2.1376,1.9429,0.12857,2.7634,1.0994,2.0205,0,2.8141,0,0
0,0.52434,0.24879,0.31867,0.45057,1.0992,0.80436,0.47426,0.66305,0.85298,0,1.561,0.30067,0.5043,0.39581,0.37318,0.13141,0,0.13041,0,0,0,1.0413,0.061808,0.21934,0.22202,0.9667,0.41647,0.56312,0.66227,0.57436,0
