0.72419,0.5453,0.90877,0,1.276,0.72286,0.2681,0.34921,0.75205,0.36917,1.0262,0,0,1.1388,0.35171,1.2542,0,0.91567,0.74585,1.1559,0.48191,0,0.93894,1.2138,1.2437,0.60456,0.55788,1.0121,0.19039,0,0.72446
3.3041,0.18233,0,0,0.65818,0.57508,0.93673,1.3776,0.13247,0,0,0.30967,0,0,0.66486,0.75598,3.2435,0.26334,0,0.025589,0,3.7772,2.909,0.83638,0.49922,0.1914,0.52506,1.3274,4.971,1.073,0.18772
0.5313,0.66276,1.1857,0.43451,3.3214,1.1596,0.40184,1.5921,5.9986,1.0752,1.1082,5.8361,0,0,2.5377,1.2507,0,0.15143,2.3103,1.4772,1.9175,0.39109,0,0,1.0887,1.1521,0.73175,4.3685,0.8101,0.52408,1.3788
0.95713,0.97076,0.21104,0,2.1818,4.5441,0.93881,0.22009,1.71,0.40495,1.0732,1.6051,0.38354,3.2834,0,1.3377,0,0.80956,0.92391,1.0512,1.6262,0,0.43586,0.39247,2.379,0.20411,1.8771,2.0694,2.2085,0.51755,1.2439
0,1.5189,0,0,1.693,0.96917,0.58147,3.3392,1.5309,0.63822,0.53885,0.21453,0.22462,0.93163,1.2095,0,0,0.3587,0.47084,0.75615,0.91874,0.83903,1.0789,1.0636,1.7994,0.58993,0.83389,0.64005,3.8447,0.30811,1.2889
3.736,0,0,0,0,0,1.1998,0.076259,0,0.4064,0,0.83301,3.2603,0,0,0.79903,0,0,0,0,0.76211,2.8559,5.4046,1.1013,0,0.19412,0,1.786,2.8215,3.1968,0.40928
0.29616,0.65687,0.75677,0.35912,0.12184,0.45466,1.1736,0,0,1.5228,3.3946,0,0.62506,1.0289,0.28581,0.19149,0,0,3.7171,1.2189,0.47326,0.10448,0.64965,0,0.62135,0.63909,0,0.4554,0.34383,0,0.25343
1.2136,1.7125,7.2895,0.38476,1.2517,0.63708,1.3326,0.75303,0.67688,2.7307,0.58129,3.5861,0.50896,1.6943,0.062627,0.21504,0,1.6036,0,6.2075,0.23801,0,0.25123,0.33378,2.1818,5.8441,2.4943,1.3574,0,0,0.20902
0.22844,1.6662,1.9694,0.15542,0.12632,0.088553,0.41506,0.1601,0,0.34515,0,0.10785,0.59214,0,0,1.0476,0,0.41312,0.96053,0,0,0.21832,0.12464,2.1871,0,1.8301,2.255,0,0.44285,0.25273,0.88477
0,1.3786,0.5924,0.13487,3.6286,1.5604,0.90272,1.5792,0.88971,1.7227,1.5334,3.3804,1.1836,2.6592,2.7679,0.67062,0,1.3442,3.3048,3.3358,0,0.7278,0.57472,0.23227,2.3365,0.82006,2.6592,0.31744,1.1336,0.35155,1.1762
2.3803,0,0.18632,0,0,0.39595,0,0,0.59996,0.027128,0.18284,0,0.62654,0,0,0.69459,0,0,0,0,0.22729,0,1.5584,0,0.70171,0,0.21456,0.14271,0.42629,1.8573,0
1.2976,0,0,0,0.6415,0,1.9979,0.27391,0,0,0,0.35002,2.0254,0,0.47799,0.64131,2.053,0.15257,0,0.21278,0.28551,0.55087,0,4.1147,0.59188,0.13261,1.3382,1.5873,1.8475,0.7433,0.40523
0,0.80737,0,2.1482,0,0,0.35629,0.23003,0,0,0,0,0,0,0,0,0.40868,0,0,0,0.28064,0,0,0,0,0,0.0027792,0,0.62151,0.51059,0
0.28142,4.0897,0.48487,0.106,2.5186,1.171,1.0834,0.96583,1.8122,2.0556,2.3381,1.5697,0.20786,2.0541,0.2631,0.39621,0.08375,0.78826,1.8366,1.1955,3.8805,0.23165,0.21284,0.56364,0,0.38773,1.0314,1.4114,0,0.91869,0.65552
0.67703,1.0929,6.7095,0.18155,0.78446,0.51464,2.2187,1.9756,0.7821,0.6154,2.1796,1.294,0,0.26147,0.30621,0.36038,0.16848,2.4114,2.2686,2.2672,0.70448,0.28641,0.27265,0,0.54489,0,1.586,0.85358,0.48864,0.29366,2.7698
1.0417,0.81791,3.6178,0.73821,0,0.81625,1.0062,1.9962,1.1652,0.30499,1.1344,1.1135,1.0855,0,0,2.5435,1.7684,1.864,0.66702,0.88591,0.20451,0.88075,0,0.50724,0.73884,2.8035,0,0.19245,0.10961,0.53694,1.899
0.51005,1.1546,1.9699,0.60684,3.9342,0.42023,1.2618,1.4568,3.2577,0.86204,0,1.7726,1.8408,2.1168,3.3188,0.028237,1.0541,1.1622,2.5652,1.0704,0.92354,0.68662,2.3147,1.5639,0.79157,1.5875,2.6791,0,1.0986,0.96234,0.75967
2.1624,0,0.14095,0,0.39845,1.4027,1.8999,1.995,1.1174,0.66195,0,0.9129,3.0668,1.3612,2.2167,1.3529,0.13706,0.93714,0,0.20244,0.5231,2.3361,2.3197,0.54895,1.196,0.7757,0.28267,0.40811,0,0.62931,3.0326
2.8907,0,0,0.20902,0.84371,0.38486,0,2.2805,0.97244,0.26199,0,0,2.4085,0.78568,0,2.0681,5.809,0,0,0,0.1145,1.8665,5.5995,3.275,0.42423,0.28335,0.88154,0.22262,2.9996,0,2.3325
0.75173,1.204,0.2831,0.019403,0.43981,0.16569,0.99611,1.4276,1.6433,0,0,0.46342,0.48171,0.56123,0.21588,1.3412,0,0.2969,0.41183,0,0.57076,0.55864,0.22744,0,0,0.8854,1.2021,1.4261,1.0598,0.22238,0
